Name,Platform,Location,Environment,Module,Description,Cores,Memory,Prov Total (GB),Used Total (GB),Prov,Used,Available (GB),Used (GB),Logs (GB),Cluster/Blade,,,,,,,,
nl-fldi-01908,Linux,DISC,Env5,xPass,Env5 - xPass - Gxp FastPass+Callback Service #01,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01909,Linux,DISC,Env5,xPass,Env5 - xPass - Gxp FastPass+Callback Service #02,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01910,Linux,DISC,Env2,RTI,Env2 - RTI - AGC Core Web 2 #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01911,Linux,DISC,Env2,RTI,Env2 - RTI - AGC Core Web 2 #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01912,Linux,DISC,Env2,RTI,Env2 - RTI - AGC Batch Web #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01913,Linux,DISC,Env2,RTI,Env2 - RTI - AGC Batch Web #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01914,Linux,DISC,Load2,RTI,Load2 - RTI - SOR TC #03,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01915,Linux,DISC,Load2,RTI,Load2 - RTI - SOR TC #04,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01916,Linux,DISC,Load2,RTI,Load2 - RTI - SOR TC #05,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01917,Linux,DISC,Load2,RTI,Load2 - RTI - SOR TC #06,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01918,Linux,DISC,Load2,RTI,Load2 - RTI - SOR TC #07,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01919,Linux,DISC,Load2,RTI,Load2 - RTI - SOR TC #08,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01920,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #12,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01921,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #13,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01922,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #12,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01923,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #13,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01924,Linux,DISC,Load2,RTI,Load2 - RTI - AGC Core Web #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01925,Linux,DISC,Load2,RTI,Load2 - RTI - AGC Core Web #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01926,Linux,DISC,Load2,RTI,Load2 - RTI - AGC Batch Web #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01927,Linux,DISC,Load2,RTI,Load2 - RTI - AGC Batch Web #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01928,Linux,DISC,Prod,OneView,Prod - OneView - Assembly Cache Eviction TC #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01929,Linux,DISC,Prod,OneView,Prod - OneView - Assembly Cache Eviction TC #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01930,Linux,DISC,Prod,OneView,Prod - OneView - Assembly Cache Eviction TC #03,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01931,Linux,DISC,Prod,OneView,Prod - OneView - Assembly Cache Eviction TC #04,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01932,Linux,DISC,Env5,OneView,Env5 - OneView - Assembly Cache Eviction TC #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01933,Linux,DISC,Env5,OneView,Env5 - OneView - Assembly Cache Eviction TC #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01934,Linux,DISC,Env5,OneView,Env5 - OneView - Assembly Cache Eviction TC #03,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01935,Linux,DISC,Env5,OneView,Env5 - OneView - Assembly Cache Eviction TC #04,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-01936,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly Cache Eviction TC #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01937,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly Cache Eviction TC #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01938,Linux,DISC,Prod,xConnect,Prod - xConnect - Resort MSM #1 #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01939,Linux,DISC,Prod,xConnect,Prod - xConnect - Resort MSM #1 #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01940,Linux,DISC,Prod,OneView,Prod - OneView - SFIM Tools #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01941,Linux,DISC,Prod,OneView,Prod - OneView - SFIM Tools #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01943,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly Cache Eviction TC #04,8,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01944,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly Cache Eviction TC #03,8,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01945,Linux,DISC,INFRA,OneView,INFRA - OneView - SFIM Tools #1,6,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-01946,Linux,DISC,INFRA,OneView,INFRA - OneView - SFIM Tools #2,6,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-01947,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #27,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01948,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #28,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01949,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #29,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01950,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #30,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01951,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #31,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01952,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #32,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01953,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #33,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01954,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #34,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01955,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #35,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01956,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #36,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01957,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #37,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01958,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #38,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01959,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #39,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01960,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #40,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01961,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #41,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01962,Linux,DISC,Prod,OneView,Prod - OneView - Packaging-Web TC #42,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01963,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #27,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01964,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #28,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01965,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #29,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01966,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #30,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01967,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #31,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01968,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #32,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01969,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #33,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01970,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #34,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01971,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #35,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01972,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #36,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01973,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #37,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01974,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #38,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01975,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #39,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01976,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #40,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-01977,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #41,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01978,Linux,DISC,Prod,OneView,Prod - OneView - Assembly TC #42,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01979,Linux,DISC,Prod,Shared,Prod - Shared - L2Tool endpoint app server #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01980,Linux,DISC,Prod,Shared,Prod - Shared - L2Tool login server #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-01982,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #14,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01983,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #15,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01984,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #16,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01985,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #17,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01986,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #18,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01987,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #19,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01988,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #20,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01989,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #14,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01990,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #15,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01991,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #16,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01992,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #17,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01993,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #18,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01994,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #19,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01995,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #20,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01996,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #21,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01997,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #21,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01998,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #22,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-01999,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #22 ,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02000,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging-Web TC #23,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02001,Linux,DISC,Load2,OneView,Load2 - OneView - Assembly TC #23,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02002,Linux,DISC,Prod,xConnect,Prod - xConnect - Listener Quantum Analytics #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-02003,Linux,DISC,Prod,xConnect,Prod - xConnect - Listener Quantum Analytics #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-02004,Linux,DISC,Load2,xConnect,Load2 - xConnect - Listener #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02005,Linux,DISC,Load2,xConnect,Load2 - xConnect - Listener #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02006,Linux,DISC,Load2,xConnect,Load2 - xConnect - Listener Quantum Analytics #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02007,Linux,DISC,Load2,xConnect,Load2 - xConnect - Listener Quantum Analytics #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02008,Linux,DISC,Load2,xConnect,Load2 - xConnect - IDMS-App-Oracle #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02009,Linux,DISC,Load2,xConnect,Load2 - xConnect - IDMS-App-Oracle #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02010,Linux,DISC,Env5,xConnect,Env5 - xConnect - XBRC - BoG 1 #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02011,Linux,DISC,Env5,xConnect,Env5 - xConnect - XBRC - BoG 1 #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02012,Linux,DISC,Env5,xConnect,Env5 - xConnect - XBRC - BoG 2 #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02013,Linux,DISC,Env5,xConnect,Env5 - xConnect - XBRC - BoG 2 #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02014,Linux,DISC,Env1,OneView,Env1 - OneView - Assembly Cache Eviction TC #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02015,Linux,DISC,Env1,OneView,Env1 - OneView - Assembly Cache Eviction TC #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02016,Linux,DISC,Env2,OneView,Env2 - OneView - Assembly Cache Eviction TC #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02017,Linux,DISC,Env2,OneView,Env2 - OneView - Assembly Cache Eviction TC #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02018,Linux,DISC,Env4,OneView,Env4 - OneView - Assembly Cache Eviction TC #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02019,Linux,DISC,Env4,OneView,Env4 - OneView - Assembly Cache Eviction TC #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02020,Linux,DISC,Env2,xConnect,Env2 - xConnect - xCL #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02021,Linux,DISC,Env2,xConnect,Env2 - xConnect - xCL #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02022,Linux,DISC,Env2,xConnect,Env2 - xConnect - xCLQA #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02023,Linux,DISC,Env2,xConnect,Env2 - xConnect - xCLQA #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02024,Linux,DISC,Env2,xConnect,Env2 - xConnect - xQA-API #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02025,Linux,DISC,Env2,xConnect,Env2 - xConnect - xQA-API #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02026,Linux,DISC,Env5,xConnect,Env5 - xConnect - xCL #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02027,Linux,DISC,Env5,xConnect,Env5 - xConnect - xCL #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02028,Linux,DISC,Env5,xConnect,Env5 - xConnect - xCLQA #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02029,Linux,DISC,Env5,xConnect,Env5 - xConnect - xCLQA #02S,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02030,Linux,DISC,Env5,xConnect,Env5 - xConnect - xQA-API #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02031,Linux,DISC,Env5,xConnect,Env5 - xConnect - xQA-API #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02032,Linux,DISC,Env2,RTI,Env2 - RTI - Actional Sonic MQ #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02033,Linux,DISC,Env2,RTI,Env2 - RTI - Actional Sonic MQ #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02034,Linux,DISC,Env2,RTI,Env2 - RTI - Actional Consumer Agent #01,6,24,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02035,Linux,DISC,Env2,RTI,Env2 - RTI - Actional Consumer Agent #02,6,24,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02036,Linux,DISC,Load2,RTI,Load2 - RTI - Actional Sonic MQ #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02037,Linux,DISC,Load2,RTI,Load2 - RTI - Actional Sonic MQ #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02038,Linux,DISC,Load2,RTI,Load2 - RTI - Actional Consumer Agent #01,6,24,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02039,Linux,DISC,Load2,RTI,Load2 - RTI - Actional Consumer Agent #02,6,24,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-02040,Linux,DISC,Env1,Shared,Env1 - Shared - RHC Application Server #1 #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02041,Linux,DISC,Env1,Shared,Env1 - Shared - RHC Application Server #1 #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02042,Linux,DISC,Env1,Shared,Env1 - Shared - RHC Application Simulated Endpoint Server #1 #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02043,Linux,DISC,Env1,Shared,Env1 - Shared - RHC Application Simulated Endpoint Server #1 #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02044,Linux,DISC,Prod,xConnect,Prod - xConnect - xBRMS Resorts #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-02045,Linux,DISC,Prod,xConnect,Prod - xConnect - xBRMS Resorts #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-02046,Linux,DISC,Env2,xConnect,Env2 - xConnect - xSearch,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02047,Linux,DISC,Env5,xConnect,Env5 - xConnect - xSearch,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-02048,Linux,DISC,Prod,xConnect,Prod - xConnect - xSearch,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
